name,id,location,type,typecode,pname,cityname,adname,address,pcode,citycode,adcode
公共厕所(王龙口村委会院内),B0H21U8TM6,"115.709377,40.053680",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,,110000,010,110109
公共厕所(王龙口村委会旁边),B0H21U7R1B,"115.709069,40.052898",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,,110000,010,110109
杨树地,B000A802SS,"115.760347,40.062012",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
山神庙路与高芹路交叉口,B0FFLL44WT,"115.862293,40.110718",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
碾台,B000A802CZ,"115.694232,40.110490",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
公共厕所,B0HGCUHWL9,"115.925280,40.015263",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,G109(京拉线),110000,010,110109
东岭,B0HK1OELBE,"115.749897,40.066345",地名地址信息;普通地名;村组级地名,190109,北京市,北京市,门头沟区,门头沟区,110000,010,110109
和仙路,BZDFPS000E,"115.940738,40.208865",地名地址信息;交通地名;道路名,190301,北京市,北京市,昌平区,昌平区,110000,010,110114
610乡道,B0FFGQ6JJJ,"115.811085,40.037865",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
黄土贵路,BZDDPR001M,"115.781521,40.035469",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
大村北路与高芹路交叉口,B0FFLL4M6Z,"115.867176,40.113897",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
南山峡谷,B0FFF2UJAR,"115.904195,40.079629",风景名胜;风景名胜;风景名胜,110200,北京市,北京市,门头沟区,雁翅镇南雁路与田南路交叉口附近,110000,010,110109
禾子涧路,BZDFPS000D,"115.940689,40.197410",地名地址信息;交通地名;道路名,190301,北京市,北京市,昌平区,昌平区,110000,010,110114
高台水库,B0G2MNUS2E,"115.925726,40.089390",地名地址信息;自然地名;湖泊,190205,北京市,北京市,门头沟区,门头沟区,110000,010,110109
杨村村民委员会,B0H6D457BR,"115.868868,40.122477",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,门头沟区,雁翅镇,110000,010,110109
青白口村,B000A802SJ,"115.825116,40.015820",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
房良村南芹东区3号楼,B0FFF8GXLY,"115.867093,40.128546",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路,110000,010,110109
北京青山下有蔓民宿,B0HA9S70NW,"115.823773,40.015772",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,门头沟区,雁翅镇青白口村中街30号,110000,010,110109
下马岭村,B000A802SQ,"115.870591,40.033454",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
房良村南芹东区14号楼,B0FFF7U3GO,"115.867375,40.128477",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路,110000,010,110109
房良村南芹东区5号楼,B0FFF7ZB1O,"115.867307,40.128314",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路,110000,010,110109
公共厕所(雁翅教师培训中心下边),B0FFHLSI0Y,"115.884319,40.033509",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,雁翅教师培训中心下边,110000,010,110109
北京南台花开民宿,B0G175W2LR,"115.906595,40.032404",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,门头沟区,河南台村66号,110000,010,110109
房良村南芹东区6号楼,B0FFF80XNH,"115.867379,40.128220",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约250米,110000,010,110109
老峪沟村山顶停车场,B0FFHU1PHN,"115.911585,40.226269",交通设施服务;停车场;公共停车场,150904,北京市,北京市,昌平区,长峪城野长城东南1400米,110000,010,110114
地上停车场,B0FFG872KT,"115.694405,40.132368",交通设施服务;停车场;公共停车场,150904,河北省,张家口市,怀来县,斋幽路,130000,0313,130730
房良村南芹东区7号楼,B0FFF8W9VK,"115.867477,40.128242",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约250米,110000,010,110109
下马岭路,BZDDPR001I,"115.871697,40.035189",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
房良村南芹东区8号楼,B0FFF9EG9V,"115.867628,40.128226",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约250米,110000,010,110109
房良村南芹东区10号楼,B0FFF8L5OZ,"115.867566,40.128019",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约230米,110000,010,110109
房良村南芹东区2号,B0FFF8L9HU,"115.867279,40.128648",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路,110000,010,110109
房良村南芹东区11号楼,B0FFF9EEY8,"115.867623,40.127924",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约210米,110000,010,110109
公共厕所(牛站村村上头),B000A8UEWL,"115.712428,40.015301",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,211省道东150米,110000,010,110109
房良村南芹东区12号楼,B0FFF82Q7Z,"115.867674,40.127798",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约200米,110000,010,110109
234国道,B0FFGRDCG6,"115.825922,40.249543",地名地址信息;交通地名;道路名,190301,河北省,张家口市,怀来县,怀来县,130000,0313,130730
房良村南芹东区13号楼,B0FFF8ENR0,"115.867677,40.127722",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约190米,110000,010,110109
珍珠湖风景区(北门),B000A9LF8G,"115.757985,40.093604",通行设施;临街院门;临街院门,991400,北京市,北京市,门头沟区,008县道附近,110000,010,110109
珠窝客运站,B000A885XB,"115.794963,40.051587",交通设施服务;长途汽车站;长途汽车站,150400,北京市,北京市,门头沟区,６１０乡道与付珠路交叉口北约40米,110000,010,110109
禾子涧路与黄长路交叉口,B0FFGGF9P3,"115.901158,40.164370",地名地址信息;交通地名;路口名,190302,北京市,北京市,昌平区,昌平区,110000,010,110114
房良村南芹东区22号楼,B0FFF7URO6,"115.867773,40.127547",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约180米,110000,010,110109
田台,B000A802TE,"115.914704,40.083849",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
公共厕所(雁翅镇太子墓村13号对面),B000A8UF3T,"115.864371,40.029144",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,雁翅镇太子墓村13号对面,110000,010,110109
山神庙村中德友谊纪念馆,B0FFF625H3,"115.858608,40.083477",风景名胜;风景名胜;纪念馆,110204,北京市,北京市,门头沟区,雁翅镇山神庙村,110000,010,110109
公共厕所(雁翅镇雁翅村149号东),B0FFHLSSIQ,"115.894549,40.033669",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,雁翅镇雁翅村149号东,110000,010,110109
辛房村,B01390239Y,"115.890023,40.265418",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
门头沟区雁翅镇高台村,B0FFH12TKT,"115.832109,40.017898",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,门头沟区,台下街5附近,110000,010,110109
北京灵之秀生态农业专业合作社,B0FFLIGH53,"115.867638,40.117457",政府机构及社会团体;社会团体;社会团体相关,130400,北京市,北京市,门头沟区,雁翅镇大村办事处东北侧30米,110000,010,110109
房良村南芹东区20号,B0FFF7S9L1,"115.868169,40.127882",地名地址信息;门牌信息;楼栋号,190403,北京市,北京市,门头沟区,高芹路与房良路交叉路口往北约210米,110000,010,110109
城上渔越民宿,B0H0T7Q155,"115.724888,40.069718",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,门头沟区,,110000,010,110109
付家台路,BZDDPR001L,"115.837158,40.019995",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
公共厕所(雁翅镇下马岭村小儿坑9号对面),B0FFHLSJ7M,"115.872135,40.032814",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,雁翅镇下马岭村小儿坑9号对面,110000,010,110109
雁翅北路,BZDDPS001J,"115.897352,40.034212",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
雁翅火车站路,BZDDPS001K,"115.896563,40.033794",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
雁翅东路,BZDDPS001M,"115.907188,40.037034",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
黄楼洼,B000A865PX,"115.915345,40.244894",地名地址信息;自然地名;山,190203,北京市,北京市,昌平区,昌平区,110000,010,110114
青白口路,BZDDPR001K,"115.821716,40.015513",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
黄楼洼,B01390PNEE,"115.913962,40.245145",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
北齐岭观景台(暂停营业),B0FFHCS01D,"115.895065,40.145333",风景名胜;风景名胜;观景点,110209,北京市,北京市,昌平区,S219(南雁路),110000,010,110114
公共厕所(雁翅镇付家台村20号对面),B000A8URLW,"115.832604,40.017028",公共设施;公共厕所;公共厕所,200300,北京市,北京市,门头沟区,雁翅镇付家台村20号对面,110000,010,110109
休闲广场,B0H6HSHEGD,"115.923748,40.015258",风景名胜;公园广场;城市广场,110105,北京市,北京市,门头沟区,王平镇安家庄村京西十八潭,110000,010,110109
雁翅村中街,B0FFGQAVMD,"115.897605,40.033897",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
马刨泉村治安巡防队,B0G0LZFDND,"115.880922,40.156825",政府机构及社会团体;公检法机构;社会治安机构,130506,北京市,北京市,昌平区,禾子涧路,110000,010,110114
马刨泉村政务服务站,B0FFKSQ8NK,"115.880919,40.156820",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,禾子涧路西50米,110000,010,110114
青杨路,B0FFGQB9G7,"115.815646,40.015099",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
下关路,B0FFGQ6G5N,"115.881487,40.023615",地名地址信息;交通地名;道路名,190301,北京市,北京市,门头沟区,门头沟区,110000,010,110109
北京邵老师客栈,B0FFKVUB1V,"115.758809,40.039651",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,门头沟区,,110000,010,110109
雁翅村,B000A802TH,"115.901290,40.035160",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
萃新居,B0H3Y563MC,"115.847152,40.237137",住宿服务;旅馆招待所;旅馆招待所,100200,河北省,张家口市,怀来县,瑞云观乡坊口村,130000,0313,130730
板达峪村,B013902A9G,"115.829907,40.264741",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
京西山区中共第一党支部纪念馆,B000A8WD9L,"115.903367,40.079675",风景名胜;风景名胜;纪念馆,110204,北京市,北京市,门头沟区,雁翅镇京西山区第一党支部纪念馆,110000,010,110109
站梁,B000A8020Q,"115.931832,40.222931",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,昌平区,昌平区,110000,010,110114
大营盘南山,B013902AIL,"115.807673,40.239970",地名地址信息;自然地名;山,190203,河北省,张家口市,怀来县,怀来县,130000,0313,130730
北京槐井石舍民宿,B0FFHF68HA,"115.758531,40.040944",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,门头沟区,碣石村76号,110000,010,110109
绵羊洼,B013902C6E,"115.730872,40.185897",地名地址信息;自然地名;山,190203,河北省,张家口市,怀来县,怀来县,130000,0313,130730
黄土洼村综治中心,B0FFK85QKI,"115.897677,40.176317",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,流村镇黄长路东50米,110000,010,110114
东坡根,B000A80204,"115.934344,40.174529",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,昌平区,昌平区,110000,010,110114
适寝,B0FFKKVMIB,"115.757255,40.042207",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,门头沟区,雁翅镇碣石村65号院,110000,010,110109
怀来静西谷美宿客栈,B0FFJ5OJ7F,"115.850108,40.238452",住宿服务;住宿服务相关;住宿服务相关,100000,河北省,张家口市,怀来县,京西瑞云观乡坊口村,130000,0313,130730
北京候鸟营地海拔800米的山居小院(3号店),B0FFKXO4B6,"115.929391,40.175251",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,昌平区,,110000,010,110114
和顺旅店(台下街),B0FFFADVCM,"115.834000,40.017577",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,门头沟区,台下街7号,110000,010,110109
毛儿岩沟,B000A802T6,"115.884718,40.084175",地名地址信息;自然地名;山,190203,北京市,北京市,门头沟区,门头沟区,110000,010,110109
王龙口村,B000A802S2,"115.710297,40.054081",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
大村村委会,B000A9JTY2,"115.859121,40.112969",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,门头沟区,高芹路雁翅镇大村村民委员会,110000,010,110109
林子台村,B000A802RR,"115.713652,40.043086",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
三顾苇庐,B0H29C6Z1W,"115.901177,40.063801",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,门头沟区,雁翅镇苇子水村14号,110000,010,110109
北京土店儿农家,B0FFIE8YMT,"115.781312,40.040366",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,门头沟区,雁翅镇黄土贵村村民委员会甲2号,110000,010,110109
悦视文化传媒有限公司,B0FFJ1A4TY,"115.754338,40.064915",科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,门头沟区,西大路甲12号2号楼2层20413,110000,010,110109
珍珠湖景区(南门),B000AB963F,"115.789204,40.056251",通行设施;临街院门;临街院门,991400,北京市,北京市,门头沟区,珍珠湖风景区附近,110000,010,110109
高芹路与704村道交叉口,B0FFLKWP1H,"115.862410,40.065692",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
马家套北站,B000A82YGA,"115.819128,40.095031",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
京西十八潭C区停车场,B0HBBC5DDE,"115.923752,40.015478",交通设施服务;停车场;公共停车场,150904,北京市,北京市,门头沟区,,110000,010,110109
京西十八潭A区停车场,B0HBBC5T4D,"115.925194,40.015135",交通设施服务;停车场;公共停车场,150904,北京市,北京市,门头沟区,安家庄村109国道京西十八潭,110000,010,110109
雁翅镇人民政府,B000A875K0,"115.8315,40.018152",政府机构及社会团体;政府机关;乡镇级政府及事业单位,130105,北京市,北京市,门头沟区,雁翅镇付家台村,110000,010,110109
北京市门头沟付家台中心小学,B0FFH1YJOY,"115.82993,40.016606",科教文化服务;学校;小学,141203,北京市,北京市,门头沟区,雁翅镇付家台村,110000,010,110109
太子墓铁道口,B0FFJ69ZVR,"115.862162,40.031692",地名地址信息;地名地址信息;地名地址信息,190000,北京市,北京市,门头沟区,门头沟区,110000,010,110109
流村镇老峪沟林业工作站,B0FFL1T3SJ,"115.915785,40.168265",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,昌平区,禾子涧路,110000,010,110114
京西红色党性教育基地,B0HD9KXMX7,"115.899657,40.076987",科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,门头沟区,田庄村西南台005号,110000,010,110109
稻地坑,B000A802S8,"115.842491,40.027131",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
雁翅镇文化活动中心,B0G075512B,"115.833113,40.017066",科教文化服务;文化宫;文化宫,140800,北京市,北京市,门头沟区,京拉线付家台中心小学附属幼儿园东侧约30米,110000,010,110109
南雁路与田南路交叉口,B0FFGGTKOM,"115.903791,40.079596",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
宽滩子,B0139023A3,"115.706830,40.159103",地名地址信息;自然地名;山,190203,河北省,张家口市,怀来县,怀来县,130000,0313,130730
怀来虎山院客栈,B0FFKEHP5F,"115.848957,40.237220",住宿服务;住宿服务相关;住宿服务相关,100000,河北省,张家口市,怀来县,瑞云观乡坊口村北大街3号,130000,0313,130730
禾子涧路与老东路交叉口,B0FFGGI94Y,"115.930922,40.172376",地名地址信息;交通地名;路口名,190302,北京市,北京市,昌平区,昌平区,110000,010,110114
秸秆零碳小镇,B0H26H0K8C,"115.840424,40.035398",商务住宅;商务住宅相关;商务住宅相关,120000,北京市,北京市,门头沟区,月亮湾露营基地东南(付珠路东),110000,010,110109
中国工商银行自助银行,B0FFITJX4V,"115.832144,40.017387",金融保险服务;自动提款机;中国工商银行ATM,160302,北京市,北京市,门头沟区,雁翅镇109国道59公里处芹峪口综合治理检查站,110000,010,110109
生态林管护站,B0FFL4ZYQH,"115.925563,40.170513",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,昌平区,禾子涧路,110000,010,110114
黄楼院,B000A82Y7X,"115.936962,40.242988",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,昌平区,昌平区,110000,010,110114
南沙锅,B000A82YGB,"115.842783,40.100228",地名地址信息;自然地名;山,190203,北京市,北京市,门头沟区,门头沟区,110000,010,110109
山神庙村股份经济合作社,B0G02568FT,"115.859149,40.083805",政府机构及社会团体;社会团体;社会团体相关,130400,北京市,北京市,门头沟区,,110000,010,110109
流石港路与高芹路交叉口,B0FFGGL7LA,"115.939657,40.146971",地名地址信息;交通地名;路口名,190302,北京市,北京市,昌平区,昌平区,110000,010,110114
山神庙路与高芹路交叉口,B0FFLL44V5,"115.861639,40.084578",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
大唐青灰岭风电场,B0H64ZHXTI,"115.889889,40.193642",公司企业;公司企业;公司企业,170000,北京市,北京市,昌平区,,110000,010,110114
南雁路与高台路交叉口,B0FFGGGQ9D,"115.922810,40.087827",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
青灰岭,B000A865PY,"115.892010,40.227916",地名地址信息;自然地名;山,190203,北京市,北京市,昌平区,昌平区,110000,010,110114
水头村民委员会,B0HK1OFQIP,"115.770057,40.186646",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,河北省,张家口市,怀来县,,130000,0313,130730
水头,B0HK1ODE4L,"115.768927,40.187140",地名地址信息;普通地名;村组级地名,190109,河北省,张家口市,怀来县,怀来县,130000,0313,130730
610乡道与723村道交叉口,B0FFLKWBHI,"115.834029,40.050253",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
606乡道与610乡道交叉口,B0FFGGAY2R,"115.795046,40.051287",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
沿河城桥,B0FFGQ9F4B,"115.721603,40.068643",地名地址信息;交通地名;桥,190307,北京市,北京市,门头沟区,门头沟区,110000,010,110109
南雁路与淤柏路交叉口,B0FFGGV4ZC,"115.937938,40.096663",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
付家台中心小学附属幼儿园,B0FFH1CI6K,"115.832259,40.017011",科教文化服务;学校;幼儿园,141204,北京市,北京市,门头沟区,京拉线与Y610交叉路口往东约70米,110000,010,110109
北京逍遥岛生态种植园,B0FFGYZEVC,"115.761681,40.088052",公司企业;农林牧渔基地;其它农林牧渔基地,170400,北京市,北京市,门头沟区,008县道,110000,010,110109
南雁路与120村道交叉口,B0FFGG91B4,"115.898422,40.063123",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
雁翅镇珠窝村综治中心,B0FFK80REW,"115.794908,40.051633",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,门头沟区,雁翅镇610乡道珠窝村委会,110000,010,110109
坊安峪,B013902C6G,"115.879748,40.220419",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
北京长文山水间养殖中心,B0FFL8K8KP,"115.903634,40.208788",公司企业;公司;公司,170200,北京市,北京市,昌平区,流村镇长峪城村93号,110000,010,110114
南台花开停车场,B0G0V9N735,"115.904270,40.031569",交通设施服务;停车场;停车场相关,150900,北京市,北京市,门头沟区,雁翅镇河南台村,110000,010,110109
青杨路与709乡道交叉口,B0FFLKYRT1,"115.749426,40.050650",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
付家台中心小学附属幼儿园,B0G0R7DFTM,"115.901555,40.035369",科教文化服务;学校;幼儿园,141204,北京市,北京市,门头沟区,京拉线付家台中心雁翅小学,110000,010,110109
黄土洼村政务服务站,B0FFM7HNGX,"115.897689,40.176224",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,,110000,010,110114
珠窝客运站(东南门),B0FFL899PT,"115.795154,40.051523",通行设施;临街院门;临街院门,991400,北京市,北京市,门头沟区,付珠路,110000,010,110109
斋幽路与沿刘路交叉口,B0FFHPLJ2E,"115.717593,40.064440",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
山神庙村村民委员会,B0H6R98BOV,"115.859192,40.083675",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,门头沟区,高芹路与山神庙路交叉路口往西南约220米,110000,010,110109
黄土洼村村委会,B000A8WDRO,"115.897700,40.176192",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,黄长路东50米,110000,010,110114
马刨泉村村委会,B000A9QYTJ,"115.880923,40.156826",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,流村镇马刨泉村禾子涧路旁边,110000,010,110114
陆家坡村,B013902A9N,"115.842480,40.264090",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
雁翅教育基地,B0HG6XE456,"115.875897,40.038566",科教文化服务;科教文化场所;科教文化场所,140000,北京市,北京市,门头沟区,雁翅镇芹峪口检查站雁翅教育基地,110000,010,110109
应急避难场所,B0G0R5DLGY,"115.926567,40.170882",公共设施;公共设施;公共设施,200000,北京市,北京市,昌平区,,110000,010,110114
雁翅站,B000AA12WO,"115.897221,40.035485",交通设施服务;火车站;货运火车站,150210,北京市,北京市,门头沟区,雁翅镇雁翅火车站,110000,010,110109
张家口我在世外田园有个家特色民宿(2号店),B0H6MGDOZ9,"115.688123,40.155229",住宿服务;住宿服务相关;住宿服务相关,100000,河北省,张家口市,怀来县,幽州村(大桥桥头东北角新院子),130000,0313,130730
张家口我在世外田园有个家特色民宿(3号店),B0GKHBWCEV,"115.688123,40.155229",住宿服务;住宿服务相关;住宿服务相关,100000,河北省,张家口市,怀来县,幽州村(大桥桥头东北角新院子),130000,0313,130730
高芹路与109国道交叉口,B0FFGGOZZW,"115.876037,40.039038",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
南雁路与109国道交叉口,B0FFGGU7G2,"115.876884,40.039097",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
中共黄土洼村支部委员会,B0FFKSPHG1,"115.897692,40.176256",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,黄长路东50米,110000,010,110114
长城(永胜门),B0H1KA1B07,"115.724606,40.069148",通行设施;临街院门;临街院门,991400,北京市,北京市,门头沟区,X008与沿向路交叉口附近,110000,010,110109
老峪沟村委会,B000A8WE46,"115.925571,40.170465",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,昌平区,禾子涧路老峪沟中心小学东南侧约120米,110000,010,110114
京拉路与109国道交叉口,B0FFHPIENH,"115.872719,40.034495",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
应急避难场所,B0G0R7DUWU,"115.904284,40.207155",公共设施;公共设施;公共设施,200000,北京市,北京市,昌平区,,110000,010,110114
斋堂镇沿河城村综治中心,B0FFK840W9,"115.726250,40.069999",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,门头沟区,斋堂镇沿河城村村委会,110000,010,110109
雁翅桥,B0FFGQ96OJ,"115.906750,40.036800",地名地址信息;交通地名;桥,190307,北京市,北京市,门头沟区,门头沟区,110000,010,110109
黄土贵路与606乡道交叉口,B0FFGGQRS1,"115.781500,40.036140",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
西五里坡,B000A802S4,"115.721906,40.054581",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,门头沟区,门头沟区,110000,010,110109
王八勃子山,B000A802ED,"115.890800,40.091304",地名地址信息;自然地名;山,190203,北京市,北京市,门头沟区,门头沟区,110000,010,110109
芹峪村综治中心,B0FFL6BHDW,"115.868665,40.039750",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,门头沟区,雁翅镇高芹路芹峪村委会内,110000,010,110109
青杨路与黄土贵路交叉口,B0FFGGBH42,"115.775700,40.029914",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
雁翅镇碣石村综治中心,B0FFKF6WYJ,"115.758800,40.040645",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,门头沟区,709乡道雁翅镇碣石村委会,110000,010,110109
淤白村委会,B000A8WD19,"115.92961,40.094188",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,门头沟区,南雁路,110000,010,110109
松蓬寺村,B013902A96,"115.732968,40.253415",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
沿向路与008县道交叉口,B0FFLL2SJH,"115.735995,40.080028",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
下关路与京拉路交叉口,B0FFGGUW3T,"115.881604,40.024224",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
天盛湖生态风景区(入口),B0I637XSD5,"115.936053,40.092055",通行设施;临街院门;临街院正门,991401,北京市,北京市,门头沟区,,110000,010,110109
北京泉顺高山冷凉蔬菜专业合作社,B0FFI25S7V,"115.898889,40.163478",政府机构及社会团体;社会团体;社会团体相关,130400,北京市,北京市,昌平区,禾子涧路附近,110000,010,110114
付珠路与610乡道交叉口,B0FFLL3H9S,"115.789203,40.056251",地名地址信息;交通地名;路口名,190302,北京市,北京市,门头沟区,门头沟区,110000,010,110109
跃进村委会,B000A875KD,"115.860718,40.076188",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,门头沟区,高芹路西100米,110000,010,110109
